age,income,loan_amount,loan_term_months,credit_history_length,number_of_dependents,employment_status,property_owned,default
30,20250.874707165636,37302.59415087567,29,22,0,retired,rent,0
50,26969.36980869868,27586.093021331824,21,18,1,salaried,own,0
43,21565.113471423934,33025.75173217658,53,12,0,salaried,own,0
52,23307.910046377427,14425.450295607887,50,28,5,salaried,own,0
37,13771.22612635735,30059.753308400526,29,28,2,self-employed,own,0
37,22515.01011249486,24972.13548274604,12,5,4,self-employed,rent,0
34,26617.73806630625,7533.878898502149,50,14,4,salaried,own,0
29,26122.796905100513,12884.669552565565,32,15,0,salaried,rent,0
60,11570.806072752925,15292.979085357716,12,23,4,salaried,own,0
22,23112.53495782856,46291.16878557534,26,22,0,self-employed,own,1
65,10700.601258645538,12288.945329908582,15,15,0,salaried,rent,0
45,24024.71384547343,15172.95123816374,31,9,3,retired,own,0
59,15511.413770345393,19098.352374382182,21,21,3,salaried,mortgage,0
29,51679.758799989264,33523.394192643966,34,8,3,retired,own,0
42,23379.659347041423,6793.681231134886,52,8,1,salaried,own,0
63,32878.755868730506,47743.31541219503,45,16,3,self-employed,mortgage,0
24,63287.069787844935,43412.98978464346,57,16,0,salaried,rent,0
46,14636.871867848497,29283.587577438557,59,16,5,salaried,own,0
49,27387.375977335476,34027.85550382288,44,23,5,unemployed,own,0
65,12173.837920456794,1816.3630909665835,45,11,2,unemployed,rent,0
54,26172.08082280266,17608.293992073985,50,12,3,salaried,mortgage,0
43,53255.407793625636,39987.35130241066,21,29,5,self-employed,mortgage,0
57,16091.691997391745,4796.665715826908,31,11,3,salaried,own,0
31,14143.675518796374,14833.37787632529,12,13,2,unemployed,mortgage,0
26,21044.88640015524,29679.544588381254,24,9,5,salaried,own,0
38,61261.60893277907,13564.238357248149,12,22,0,salaried,own,0
41,32387.229083137172,46764.92073308144,16,18,1,salaried,mortgage,0
62,14010.22464712066,7421.872909410228,27,28,3,salaried,own,0
56,45593.94908717124,40072.32353748115,26,1,5,unemployed,own,0
61,9628.363029914288,25889.485903414003,39,3,5,salaried,own,0
58,64105.12317239874,37766.20801517784,42,18,2,salaried,own,0
54,33800.312939981326,16225.051087260925,34,6,0,salaried,rent,0
37,53198.14040913824,26209.9905132899,59,25,4,self-employed,rent,0
57,9663.401098279519,42984.93213643564,56,14,5,salaried,own,0
45,23973.897551232814,23877.026857032117,54,14,1,salaried,rent,1
58,20600.189148821435,18626.27323360321,28,23,2,retired,mortgage,0
32,13313.186154913803,27271.613926384067,45,5,5,salaried,mortgage,0
43,11521.708031402834,36150.77489878198,24,2,5,self-employed,own,0
62,28382.85740437113,22734.603929426634,25,5,2,self-employed,mortgage,0
42,29698.916838952788,47004.97178197138,22,15,2,salaried,rent,0
41,42192.04703439394,15452.34537807476,39,1,3,retired,own,0
47,17124.911125011076,24297.7167022869,53,27,5,self-employed,own,0
51,20520.81662272813,38089.455307730634,43,6,4,salaried,own,0
26,11034.367920459861,34766.93343429215,46,29,1,salaried,rent,0
47,47590.71251720861,43318.41156844065,42,10,0,self-employed,own,0
60,22805.88837998518,49843.649853374336,28,25,0,salaried,rent,0
54,31612.0688031246,21916.058110959388,58,29,4,unemployed,own,1
32,32175.246641341517,6446.39310938228,20,6,2,salaried,mortgage,0
65,45686.29213709941,2490.378159590431,21,3,2,salaried,own,0
27,14534.788566318706,36616.96840084881,19,28,2,salaried,mortgage,0
30,31219.347699386657,43826.669894127066,32,23,5,salaried,mortgage,0
65,21752.753948983634,11814.916711276515,24,19,2,salaried,own,0
37,63122.87692686466,8763.953822305393,16,6,2,unemployed,own,0
46,14513.258798582485,4048.049484758858,17,3,5,self-employed,own,0
41,39565.514579352166,41312.443164143115,41,28,5,self-employed,mortgage,0
48,26243.42838958276,16257.715054736633,42,11,4,self-employed,rent,0
22,25563.68444844022,20683.14774522905,28,4,3,unemployed,own,0
63,22629.51627525512,25634.759388871003,22,22,5,salaried,own,0
21,43188.64581880487,42133.20847626799,31,28,1,unemployed,own,0
56,25132.719715744326,32890.82785651276,59,29,2,salaried,mortgage,0
46,10278.322357950134,31138.166863032755,20,29,3,retired,rent,0
49,40528.138286419104,9607.932897839624,13,28,0,self-employed,mortgage,0
41,36978.83186184329,26146.304693781658,48,25,4,salaried,own,0
31,29542.01723793571,36053.669841754105,12,18,3,salaried,own,0
60,12528.523266596145,48689.783268494095,15,25,5,salaried,mortgage,0
31,13540.525002326418,10868.90915145426,47,4,2,salaried,own,0
56,8615.158589997256,1467.6243002941055,36,26,2,salaried,mortgage,0
59,27727.082901432714,4689.770246325017,14,29,2,salaried,own,0
60,11217.446583095267,19416.77079391698,20,18,3,salaried,own,0
55,9326.588267199912,41206.68773955337,33,20,2,retired,rent,0
54,41668.24303122227,1349.9620066440073,34,29,5,self-employed,mortgage,0
44,32340.958866119236,23379.799051406175,23,2,3,unemployed,mortgage,0
42,18646.507974823646,17132.300151728334,21,26,2,self-employed,own,0
25,20598.565333991082,3571.603794886651,45,25,0,salaried,own,0
53,6609.92705021033,23061.578046958246,54,10,0,salaried,rent,0
56,34834.810221714826,13482.686659499223,21,6,1,self-employed,rent,0
40,15578.301067633101,18242.35688300332,41,28,2,retired,rent,0
39,25981.640463854623,35575.14993443036,33,16,2,salaried,own,0
55,6346.881501332765,26555.998211637387,17,24,3,unemployed,mortgage,0
63,35910.46427838704,7107.724020647854,13,8,3,retired,rent,0
37,15117.036249981049,48109.312480758315,41,20,2,self-employed,mortgage,0
65,11069.8322066689,32159.62751977718,13,8,1,retired,rent,0
63,18586.65599772828,38527.55285746405,43,9,2,salaried,own,0
54,16347.044427627196,4881.44435041017,53,12,5,retired,mortgage,0
29,37689.38641909704,3305.860593540926,27,14,3,self-employed,rent,0
46,17850.779198270033,1952.9544680359772,23,21,2,salaried,mortgage,0
22,43534.47854280714,10250.907360898778,12,4,3,retired,mortgage,0
29,25979.714680631918,21306.011488206263,19,28,2,salaried,rent,0
29,34447.23264496923,46855.480536738316,59,2,4,salaried,rent,0
60,22002.61905888795,23395.92330402304,24,26,3,salaried,own,0
37,41607.24089879894,15222.50016325394,26,26,1,salaried,own,0
21,12371.961288736968,28534.827422463502,55,7,4,salaried,own,0
45,23314.067873386648,6484.794328604673,19,19,5,unemployed,own,0
63,18065.91125233897,30865.788659244176,21,9,2,salaried,own,0
60,44281.144782586314,28853.16576219466,57,12,5,salaried,own,0
62,46607.52101812743,39807.65863687977,16,28,3,salaried,own,0
45,22031.105709529864,49347.69296923418,30,2,4,salaried,own,0
59,11547.733344391487,13292.800114089416,58,28,5,self-employed,own,0
55,27270.16859882873,25973.16608938427,49,21,1,self-employed,own,0
23,9582.512794834744,45534.40490963118,22,7,3,retired,rent,0
57,49665.77779684676,39474.30433671922,54,28,4,self-employed,rent,0
64,17385.902656805618,24882.90885193957,31,8,5,salaried,own,0
64,21692.349468099925,47323.21083112411,31,29,4,retired,rent,0
50,15670.33105961564,3804.5979823236594,32,21,4,self-employed,mortgage,0
58,14032.189321549122,46618.93236591662,29,20,5,salaried,own,0
54,31845.318307271158,3474.862226757521,21,11,0,self-employed,rent,0
32,20347.05903931599,27817.932461619534,45,10,2,retired,mortgage,0
39,22499.340338224472,44631.6064520532,37,1,3,self-employed,mortgage,0
57,13333.760219668444,13873.326234503838,41,17,3,salaried,own,0
64,33793.69791096914,24140.176448312766,20,8,3,self-employed,rent,0
37,35557.09052659865,16892.115077711365,57,1,4,salaried,own,0
30,19841.594718398985,47655.05193674122,42,1,5,salaried,rent,0
32,41521.26840663677,41358.63414290145,53,2,2,salaried,mortgage,0
36,20909.06179907288,35741.0740549926,15,15,1,salaried,rent,0
44,32528.69000024114,29793.722344140326,17,18,3,salaried,mortgage,0
39,9784.318300397834,41208.99767688326,25,3,5,salaried,own,0
28,26283.9938291864,20221.085034653806,15,22,2,self-employed,mortgage,0
51,19230.623593122342,22930.040900197033,37,24,2,unemployed,rent,0
41,23807.625630349547,36770.084332962215,58,17,0,retired,own,0
37,23279.797487754335,18529.983401391997,59,19,5,salaried,rent,0
43,23455.256606748444,4131.146160370317,50,24,3,salaried,own,0
57,29966.949340260486,4642.395835417501,28,29,4,retired,own,0
36,16604.237024191596,6652.777263979489,30,17,2,salaried,mortgage,0
26,29276.476706356432,43614.38484383948,17,9,2,self-employed,own,0
28,40792.8639357356,24139.09486205401,40,10,1,self-employed,rent,0
45,10882.69832539458,35931.236097892084,22,28,0,salaried,own,0
38,14909.143342627558,20252.55744463977,27,16,2,unemployed,own,0
45,15225.581524976184,13676.83642336609,41,25,2,unemployed,mortgage,0
32,12758.807549196528,18012.416210548385,36,23,4,salaried,own,0
35,17372.627514496147,39914.93492054199,51,24,4,salaried,rent,0
46,36921.86705775655,31635.590126540472,22,22,1,salaried,rent,0
61,45423.89023501083,46944.3492179372,18,23,5,salaried,rent,0
65,23227.390467678662,34305.534150264866,37,19,1,salaried,mortgage,0
46,18730.003729850727,28938.899955980003,33,15,1,salaried,rent,0
52,32907.70107336233,30899.60444030589,36,19,4,salaried,own,0
30,6754.84803095924,47176.20053395232,30,12,5,retired,mortgage,0
36,12996.180218853511,39621.845563468596,42,1,4,salaried,own,0
27,6899.365960978982,2178.0206309554533,37,23,0,salaried,rent,0
37,12927.991733340446,27172.845110649163,53,26,3,salaried,mortgage,0
43,15010.289874740622,34728.58216578168,52,1,3,salaried,rent,0
46,46112.573644668235,37686.2254435186,47,24,0,salaried,mortgage,0
41,5538.444792313409,11443.963846382898,34,13,3,salaried,rent,0
42,17883.766839387867,43491.69036811626,58,3,5,salaried,mortgage,0
27,30024.927614041855,47836.31421158302,24,16,4,unemployed,mortgage,0
34,27047.918511174852,12599.049986398619,36,12,3,retired,own,0
35,45746.43145909984,44248.15741834504,13,3,5,salaried,own,0
27,23873.5334980822,5751.959363288674,13,2,4,salaried,own,0
29,26559.402052160305,3729.634969647014,27,11,5,self-employed,rent,0
28,8784.521963856725,7331.966205034719,20,21,0,self-employed,own,0
43,13438.319524923223,3829.3128938847635,39,22,1,salaried,own,0
49,9033.07055817804,42405.59962063302,24,7,0,retired,own,0
38,29328.178428503954,3893.4570784553252,46,1,3,salaried,mortgage,0
51,26221.769085345793,14311.54537681912,52,5,4,salaried,rent,0
50,25764.915565126947,6084.060833256963,24,21,5,self-employed,own,0
59,14175.681368581367,15475.679779374483,42,9,3,retired,own,0
55,13541.646074922537,5437.413912445104,32,11,3,self-employed,own,0
38,24458.264793497496,33732.15928640769,43,20,1,salaried,own,0
62,15761.207423042259,7533.014000786182,45,9,3,salaried,own,0
59,13224.120055726842,42740.450366105506,19,9,1,salaried,mortgage,0
37,17082.422919083026,41042.36148560541,52,22,4,salaried,mortgage,0
34,15829.474913477206,1669.4225880598615,59,2,4,self-employed,own,0
51,14280.332396461143,44890.59142024061,13,19,5,unemployed,own,0
44,11933.634151404309,2418.271520424986,49,9,1,self-employed,own,0
55,27566.178515652802,12742.643462920274,43,28,0,retired,own,0
64,47955.30545401276,2587.067751023758,51,8,4,salaried,own,0
65,21601.065036253945,17456.330864926484,39,19,5,unemployed,own,0
54,24617.60382115273,26179.45975995031,48,18,0,self-employed,own,0
23,28801.67794197037,40035.59858174177,52,13,4,salaried,rent,0
57,26457.180597163817,17561.09597302197,12,1,4,self-employed,rent,0
63,14422.48658290544,35569.011208982716,52,4,5,salaried,rent,1
60,52048.075825567765,10187.718398830037,21,19,5,self-employed,own,0
46,15083.319497413955,37779.324380462196,15,28,2,salaried,mortgage,0
43,30456.179211789564,12563.833689552639,46,28,3,salaried,mortgage,0
64,28712.724150005073,8033.693041244628,21,7,3,self-employed,own,0
59,8273.221303579587,10085.03366832866,58,6,0,self-employed,own,0
35,18408.665642154745,9921.093315210914,22,5,3,salaried,rent,0
24,22659.04130568451,26130.281089472566,25,10,0,salaried,own,0
49,23542.806721408215,42395.08147821916,49,11,4,salaried,own,0
42,25609.28494202762,4900.648772632776,23,17,2,salaried,rent,0
45,32171.345256468147,35640.85960617771,56,18,2,unemployed,rent,0
33,21943.852651958656,33062.97652299002,28,9,4,retired,own,0
38,26299.594084806427,43753.47763963875,27,24,5,salaried,rent,0
53,21536.893206233563,12963.230464838454,46,28,1,self-employed,mortgage,0
36,13244.440674353566,23055.383075566453,13,24,1,salaried,own,0
65,22386.216658031128,46365.54134773235,22,20,3,self-employed,rent,0
62,32033.73746317078,33339.67905663054,52,13,5,salaried,own,0
64,38345.56639966295,20049.65223021825,14,2,0,salaried,own,0
22,28815.186286734155,7439.206759908155,40,17,2,self-employed,rent,0
55,42923.51813477437,13861.76538712896,29,23,3,salaried,own,0
62,27158.14753476244,29479.55839697978,31,14,4,self-employed,own,0
54,33926.100074341506,36190.22943046517,58,5,5,unemployed,own,0
50,35196.276496442915,7096.672455742781,25,9,2,salaried,rent,0
33,19699.031076019968,30380.265742158645,45,26,0,salaried,rent,0
33,31666.091426918247,27967.2126630988,42,11,0,unemployed,own,0
38,13762.152778550395,26183.816887844692,51,6,1,self-employed,rent,0
52,26236.48219222314,34816.03276641839,53,16,3,salaried,own,1
52,29393.031850116866,42035.03015908963,29,0,4,salaried,rent,1
55,37255.22790301232,16826.49447566655,41,25,2,self-employed,own,0
59,33202.473395386834,44561.597315437015,36,17,0,salaried,rent,0
49,37498.53301777661,8871.047018308984,30,25,2,salaried,mortgage,0
49,20958.715118062228,9478.169617807052,19,14,4,salaried,mortgage,0
64,18532.911354420445,14071.831117572272,39,18,2,unemployed,own,0
36,19197.79333720931,6857.012607806812,19,27,3,self-employed,mortgage,0
64,25163.300061358124,12285.642009461002,42,0,1,retired,own,0
30,8916.212182578196,6214.176382239385,14,29,2,self-employed,mortgage,0
50,42867.89623231824,41265.86843228413,14,4,5,retired,own,1
45,22514.992056232433,7809.480602444605,55,14,1,salaried,own,0
59,17898.983613221353,37617.580320432986,33,2,4,self-employed,own,0
40,6217.6163865943645,3347.7795277533532,28,0,1,salaried,own,0
25,21624.738665849676,47477.49604818184,47,7,2,self-employed,rent,1
21,19945.55803146188,35846.84428886054,28,11,2,salaried,mortgage,0
50,14065.450983921872,1333.0308807194774,25,26,5,salaried,rent,0
23,15732.384555895584,38428.96850981049,20,21,0,unemployed,rent,0
65,21735.055084265437,26190.01411754308,41,24,5,unemployed,rent,0
34,16413.86642368237,39188.89334642087,32,18,2,salaried,own,0
50,29317.47498496986,26602.343635638834,23,24,1,self-employed,own,0
24,15147.763945348992,32410.218024132377,48,24,5,salaried,own,0
38,23796.748073584222,39530.25111435698,43,11,5,salaried,own,0
57,39736.39051216362,20850.29467480498,22,12,0,unemployed,own,0
45,21627.09203705264,1132.6993412021523,31,27,2,salaried,own,0
21,26317.478047382156,42647.37830131423,46,0,2,retired,own,0
35,25497.245193935236,19663.627768608465,58,18,4,salaried,own,0
29,22114.713822831367,25306.09357481257,57,5,0,self-employed,mortgage,0
35,21300.725859512127,1380.565465544467,22,7,4,self-employed,own,0
44,16552.838708600102,25112.508507154802,19,3,4,salaried,rent,0
24,23753.998312153035,49337.88267701475,15,4,4,salaried,rent,0
32,19117.630394448282,14635.115380119712,38,24,3,unemployed,rent,0
57,47717.09908942759,20375.495241876524,55,21,4,self-employed,own,0
57,33043.218316170714,34672.30982696515,51,27,5,salaried,own,0
63,10653.055720072354,40924.88970865928,49,6,1,salaried,own,0
26,10953.573191700298,21452.189576298915,58,22,5,salaried,own,0
59,20635.53906120514,16173.774649663334,41,3,5,salaried,own,0
44,18076.124557607298,46953.46419926829,55,19,2,salaried,rent,0
31,20098.551783696505,34180.10336691179,59,3,3,salaried,rent,0
33,30503.01256455459,6832.043920163913,59,29,4,unemployed,rent,0
54,25793.245890271468,4377.4660285977825,38,14,2,self-employed,own,0
45,25663.23277496896,24693.942688728082,32,26,0,retired,own,0
27,45392.28032819754,11784.41323631635,31,20,0,self-employed,mortgage,0
24,10998.940433496726,13445.25291543642,15,4,2,retired,own,0
28,23201.43518293445,44006.916762564564,22,23,1,salaried,rent,0
40,16489.41149019718,5388.735191499222,24,8,2,self-employed,rent,0
49,45148.750900744526,36052.841646215595,20,1,2,retired,own,0
65,7297.770701113238,14285.970415648815,15,26,3,self-employed,own,0
30,7459.615923922227,38256.08284880275,23,6,0,salaried,own,0
63,25650.49498757758,36398.15783871368,20,16,0,self-employed,own,0
54,38682.72046373262,1362.2031707703582,24,15,4,retired,own,0
46,32423.12431579389,25947.63523315836,59,16,5,self-employed,own,0
61,14757.54274112153,7826.654636524272,37,19,2,salaried,own,0
23,46779.99161995411,43445.12449835516,49,25,2,self-employed,rent,0
26,11899.666169261527,43707.708260257925,53,22,1,retired,mortgage,0
25,42350.77902234876,21498.944567194143,24,1,0,salaried,own,0
25,12713.0699709021,22775.385304102947,50,10,1,self-employed,mortgage,0
43,18473.4143221288,15860.86403082183,39,1,3,salaried,mortgage,0
29,30322.180970936406,36113.708649041524,30,0,4,self-employed,mortgage,0
55,10581.855674015746,18574.406788296496,35,25,1,self-employed,mortgage,0
40,45913.37274259177,14121.831251609055,30,1,0,salaried,own,0
62,18416.975214486898,22179.321915720902,24,28,3,salaried,own,0
55,23591.412975683794,5482.888400985477,24,22,2,self-employed,rent,0
38,39383.42787603049,37583.557027565985,39,8,3,salaried,rent,0
37,14815.620278645398,1617.223662317561,13,21,5,salaried,mortgage,0
44,37436.7021506058,32579.768014509104,21,25,1,unemployed,mortgage,0
23,50024.43101859819,9960.361810988748,33,1,0,salaried,rent,0
52,15870.391800456515,12387.798264506244,24,27,1,salaried,own,0
55,43682.10655720532,32145.967933361957,20,14,2,retired,own,0
58,9133.55892188238,49654.22982336245,44,9,2,salaried,own,0
33,26763.657891211333,39108.15696455498,25,14,0,salaried,rent,0
45,11916.755835771062,12066.141978946207,59,9,5,self-employed,rent,0
29,35287.507117713554,9625.212997015557,31,28,4,self-employed,mortgage,0
24,33868.072120253295,43445.41064311585,26,24,3,retired,rent,0
34,62236.06897997902,22765.01344815371,43,22,3,retired,mortgage,0
57,44830.38797514765,7715.587338579618,44,26,2,self-employed,rent,0
54,20274.402346731276,43248.35974277497,28,16,1,salaried,mortgage,0
31,12824.6740735879,40988.52529279881,35,27,1,salaried,own,0
61,29226.863255268505,49211.41183096101,41,8,5,salaried,mortgage,0
23,21367.669653646593,45577.44064892151,24,17,4,salaried,rent,0
48,47838.09283294862,42737.72659436654,58,3,1,self-employed,own,0
49,7456.2626193103,3576.145492739154,59,8,3,self-employed,own,0
29,65777.18861638512,6116.353105407783,27,15,1,salaried,mortgage,0
23,28738.56717924626,28880.176520902016,13,3,4,unemployed,own,0
45,14669.032809485623,27042.483067809222,28,15,3,salaried,own,0
54,31792.783648049022,23440.19750998724,43,18,1,salaried,own,0
32,42138.23113842614,20442.676945314626,54,0,3,self-employed,rent,0
62,23322.49082998496,22129.313758352117,19,22,2,salaried,mortgage,0
29,9113.752431612054,28895.598772604968,14,5,2,salaried,own,0
35,19016.769646081262,1101.7493624039791,23,9,5,salaried,own,0
60,37037.919809080355,13774.729932509757,31,15,2,salaried,mortgage,0
45,28235.416328334948,26395.706313746843,27,3,1,self-employed,rent,1
25,20368.532910946913,36388.58883500867,25,21,4,retired,mortgage,1
31,42368.39301370522,9533.67792737442,27,21,3,salaried,own,0
54,31877.4110510114,27797.177515584215,54,12,0,salaried,own,0
44,33129.174499315064,36008.5245104033,44,15,2,self-employed,own,0
35,17938.107759838844,22786.75523778133,41,19,2,retired,rent,0
58,17091.014885899094,2326.975549832501,23,29,0,salaried,own,0
28,9414.629984281648,23014.1397648162,26,28,0,salaried,own,0
25,19347.2219955789,15525.799499463503,29,5,1,self-employed,own,0
46,35161.11371415269,46552.83077736509,39,25,3,self-employed,own,0
38,19889.62168872074,7106.055898238041,34,10,2,salaried,mortgage,0
26,27522.783271833414,32971.32181985438,25,23,4,self-employed,own,0
57,38391.81935794732,3583.2685503905564,41,28,1,salaried,rent,0
33,26540.217310757802,22862.351452822128,44,2,1,salaried,mortgage,0
48,27868.641660573572,28144.99487378395,56,19,4,salaried,own,0
25,11171.13802314196,15599.791634526408,26,9,4,unemployed,rent,0
33,18745.661312377408,23298.706140498838,18,28,5,salaried,mortgage,0
37,52224.82592514898,9014.13593197918,26,27,4,salaried,mortgage,0
60,23199.79196406533,15902.068623933772,53,29,0,salaried,own,0
65,56861.234204801505,31434.209920599948,57,0,2,unemployed,own,0
52,15343.422885532727,15788.2027371966,49,19,5,salaried,own,0
49,24759.72762339212,45087.41084203471,57,10,0,salaried,rent,1
23,18190.60955187233,31791.940924408496,55,25,5,salaried,rent,0
60,29613.699155674385,22493.80190336324,22,25,2,self-employed,rent,0
54,34458.27097663106,2899.089842154941,40,11,5,salaried,own,0
60,29769.30320679017,25477.86842502889,42,13,0,salaried,own,0
47,37083.45053589924,38474.03586412937,36,24,3,salaried,rent,0
33,21881.865332067762,14012.322302608269,35,7,2,unemployed,own,0
65,20024.98086074696,40531.9049127896,30,10,1,salaried,rent,0
53,9144.45987143767,13338.531536493192,13,3,2,self-employed,own,0
26,30309.772601000448,41363.57300958922,33,27,2,unemployed,own,0
44,24006.791443689246,5178.148738972192,31,6,2,retired,own,0
39,21291.06182969971,43443.001734582445,44,9,3,salaried,own,0
36,20022.08708174178,25460.136095733193,19,18,0,retired,own,0
60,21624.024464798087,15530.341891392838,36,24,1,salaried,own,0
48,19572.522223979064,13990.54927034229,57,25,0,salaried,own,0
53,16915.45670276772,22168.51738758777,20,3,5,unemployed,own,0
61,24829.66633322258,49953.425407078605,45,1,5,salaried,own,0
33,28059.416521095813,11796.042278441546,34,25,5,salaried,rent,0
63,14983.667339158617,6057.615795070981,16,20,0,salaried,own,0
65,18027.11361379975,29666.723267214435,36,17,4,self-employed,rent,0
45,19884.367005417247,24938.5808555726,19,13,3,salaried,rent,0
62,22079.539709603523,26685.61728210206,27,25,4,self-employed,rent,0
56,20659.019138826436,33679.83546030364,59,15,5,unemployed,mortgage,0
47,30633.84124288307,14090.059423661816,56,21,3,self-employed,own,0
58,9641.350702416941,45622.58477381054,26,10,0,salaried,rent,0
27,10535.243093627681,22347.931239992227,12,9,5,retired,mortgage,0
25,24264.86503328835,7325.223561980627,33,16,0,salaried,mortgage,0
63,16295.708600457923,37372.63907996327,14,13,3,salaried,own,0
65,34273.27424429036,32512.113278274664,49,21,0,salaried,own,0
51,39533.37284362353,16471.42672171782,25,3,0,salaried,own,0
43,24757.248361493395,31454.417477668376,47,18,1,salaried,rent,0
62,12887.492441969262,11773.235862079868,29,1,4,salaried,rent,0
30,37320.451692375376,22797.128607685947,58,6,4,salaried,own,0
52,24329.656835010628,45071.21358619894,52,8,4,salaried,rent,0
63,10472.750933691259,7543.1774248767215,29,27,2,self-employed,rent,0
50,10946.118264107627,19948.12604938564,14,18,1,unemployed,own,0
59,47026.82181600537,41235.97881129701,21,15,5,self-employed,mortgage,1
51,43285.28234814227,48505.054070902734,50,21,5,salaried,rent,1
38,6256.826764548337,23242.380684667998,58,24,5,salaried,own,0
56,11171.314342959771,25842.981387024025,12,15,4,retired,rent,0
22,38965.33749810143,29036.426127404717,38,17,4,salaried,own,0
34,21823.741281511644,46685.05894005183,38,22,1,unemployed,rent,0
33,31285.957783461276,43052.13275787446,22,20,0,salaried,mortgage,0
49,21354.62508797889,9359.455106460573,16,20,4,retired,mortgage,0
32,30553.85811091236,22401.133074506677,18,10,5,salaried,own,0
59,22090.805789827114,23736.020981624886,30,6,0,salaried,own,0
22,17697.804505329863,39665.70947078908,40,8,4,self-employed,own,1
52,37397.977894815376,30541.75124766633,26,3,3,salaried,rent,0
33,24368.030042786686,33056.802639421636,46,24,2,salaried,own,0
47,30521.73580487739,49911.79547561526,58,29,4,salaried,rent,0
61,23830.55744711639,4673.04213003064,48,12,3,self-employed,own,0
37,17271.647327158546,11927.481353152916,23,26,1,salaried,own,0
60,49226.85838570961,20986.900931205793,41,25,3,salaried,own,0
51,26304.205948577288,18041.337749395472,31,24,1,salaried,mortgage,0
54,18443.654814314465,2060.632506002196,48,28,4,salaried,rent,0
44,41737.894459113624,5497.102717087616,14,3,1,self-employed,own,0
65,11379.7201166685,34366.711278775234,20,18,3,salaried,own,0
55,67382.58127195726,44086.898704765474,52,1,2,salaried,rent,1
26,20139.233786175493,26197.123552032903,50,8,0,salaried,own,0
39,11684.201349778048,27420.362896168015,37,11,0,salaried,rent,0
50,57123.48883708198,13499.57820878659,13,1,2,salaried,mortgage,0
27,17473.071327108126,38625.941818051855,34,5,5,salaried,rent,0
30,24875.09260733525,37837.93478099556,34,4,0,salaried,rent,0
61,31534.749348895257,29829.918771665176,32,29,4,retired,rent,0
52,39818.47437418371,11420.550039055799,27,4,5,salaried,mortgage,0
54,25588.21778783462,5753.892693617383,20,19,4,self-employed,mortgage,0
48,15936.100652262812,4147.690216999168,24,21,3,salaried,rent,0
35,24575.27810828739,30042.10726550101,39,4,3,salaried,own,1
50,17860.417444937615,41426.7306379972,38,26,5,salaried,own,0
57,24946.92477774926,43058.19115726532,28,3,5,salaried,own,0
49,49715.63613057524,23717.48164282904,49,28,5,retired,rent,0
42,32143.405623307666,39429.29366602913,47,8,5,retired,rent,0
24,24424.041145546606,47397.129620710155,12,28,1,self-employed,own,0
40,31864.42352131263,14483.335511915331,29,21,5,self-employed,own,0
52,33025.66699826381,20500.0569726571,20,26,5,salaried,own,0
56,12849.535586163121,46642.470637237355,24,9,3,salaried,mortgage,0
24,22490.794150640333,17573.31739854696,51,15,4,retired,rent,0
47,79321.44736782502,45779.93822576802,56,9,3,self-employed,rent,0
37,40392.94792965724,49071.19825046882,26,28,0,salaried,own,0
32,17124.786919899325,33428.72570014681,54,9,1,salaried,rent,0
42,16291.455582149078,41027.62418570425,55,28,1,salaried,own,0
37,16022.305728907104,37727.732646833174,57,18,4,retired,rent,0
30,33967.51735850256,35277.17862316067,15,9,5,salaried,own,0
21,49208.441381496195,16039.622576080395,44,5,3,salaried,own,0
42,29468.68703784802,3797.622557489242,35,29,0,salaried,own,0
46,23827.154983219847,17809.53489346288,47,16,3,unemployed,own,1
38,17639.964572262346,33679.863274991425,52,4,5,salaried,mortgage,0
34,25969.72129496068,6023.930713162267,21,25,5,unemployed,own,0
49,14616.97991717085,1583.9811659338625,47,5,2,salaried,own,0
32,8367.556843205284,7844.926257543994,31,26,3,unemployed,rent,0
56,49931.774621705394,36071.060394128974,52,23,4,self-employed,mortgage,0
55,13320.955354310161,48666.891381165755,56,26,3,salaried,own,0
32,18724.419623498492,49170.1702811262,55,14,1,salaried,rent,0
27,30582.36226876661,25204.97830786921,22,24,0,salaried,mortgage,0
49,45126.88351339049,43598.26274862502,23,26,4,salaried,own,0
31,25048.402354342004,37104.4963318237,29,18,2,unemployed,own,0
53,12126.452545161026,25550.97161224557,41,17,0,salaried,own,0
26,18945.595861855752,29065.26611479925,55,28,0,salaried,mortgage,0
35,15689.661911763016,7724.130184226683,59,3,1,salaried,own,0
52,21609.63342756639,46945.41157021301,48,7,1,salaried,own,0
31,40781.842951272425,18244.558765857062,31,26,1,unemployed,rent,0
43,6193.810103740236,22861.313566401306,36,15,4,salaried,rent,0
46,17931.336164464057,33911.35131889704,23,23,3,retired,own,0
54,17291.58389064666,17361.221104801145,32,18,0,retired,rent,0
54,11750.126994449805,13458.698888457597,36,19,3,salaried,own,0
49,29517.700279678127,31921.420270240807,22,2,3,salaried,own,0
24,10856.42190001117,2224.2200318106234,20,9,1,unemployed,rent,0
37,11499.431293068237,36315.53048930727,36,1,3,salaried,mortgage,0
55,33709.487570842786,26187.14512394898,46,3,0,salaried,own,0
33,46643.35183206828,30681.932795525787,43,5,0,salaried,mortgage,0
61,21204.137690451473,31962.12780309737,25,10,5,salaried,rent,0
59,11983.691233202158,26825.457668135623,12,13,2,self-employed,own,0
35,15478.743182874676,29544.155094596063,28,15,4,salaried,rent,0
